category,agency,description,locationType,address,borough,lat,lng,frequency
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,99 HILLSIDE AVENUE,MANHATTAN,40.85978272320349,-73.92703609580742,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.72965348579133,-74.00220452274242,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1221 BAY STREET,STATEN ISLAND,40.613610286034344,-74.06576859574837,94
human,New York City Police Department,Loud Music/Party,House of Worship,2157 80 STREET,BROOKLYN,40.60594060109988,-73.99128828358947,8
human,New York City Police Department,Loud Music/Party,Park/Playground,,MANHATTAN,40.80574270990699,-73.94275414524256,6
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.67751492496729,-73.95912383192875,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,35-02 35 STREET,QUEENS,40.75637976510853,-73.92551786525364,9
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.86674158715261,-73.92872051258013,15
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,759 GRAND STREET,BROOKLYN,40.711757186204686,-73.942787970944,14
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,101 WEST 109 STREET,MANHATTAN,40.8013590595548,-73.96187954697834,14
human,New York City Police Department,Loud Talking,House of Worship,,BROOKLYN,40.680641779734444,-73.95337129343466,14
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,528 WEST 151 STREET,MANHATTAN,40.82942013474427,-73.94580160807871,18
human,New York City Police Department,Loud Talking,Street/Sidewalk,381 BERRY STREET,BROOKLYN,40.71030602361776,-73.96551338020961,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,143 EAST 149 STREET,BRONX,40.81876367437236,-73.92806016283915,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,2281 CHURCH AVENUE,BROOKLYN,40.65045903791028,-73.95746104949639,11
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.76734287488971,-73.96867156292758,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,161 WEST 72 STREET,MANHATTAN,40.77811033625985,-73.9804264903218,9
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,630 VANDERBILT AVENUE,BROOKLYN,40.67736704098078,-73.9689770117419,3
human,New York City Police Department,Loud Talking,Store/Commercial,73 GRAHAM AVENUE,BROOKLYN,40.70409100593936,-73.94267913664623,7
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.79791780509379,-73.96384631347463,6
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.810318593665144,-73.94362441765404,9
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,2405 CROTONA AVENUE,BRONX,40.85432063115172,-73.88343287824773,9
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.77695759795069,-73.9595466127872,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,514 2 STREET,BROOKLYN,40.67086666383773,-73.97756685200149,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,51 CAMBRIDGE PLACE,BROOKLYN,40.68561064444877,-73.9632257320926,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,123-04 METROPOLITAN AVENUE,QUEENS,40.70521063001406,-73.8289793896654,12
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,420 WEST 146 STREET,MANHATTAN,40.825017247091196,-73.94503196337824,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,501 LEXINGTON AVENUE,MANHATTAN,40.754710068258575,-73.97365488648926,3
human,3-1-1 Call Center,People Created Noise,Home,7113 5 AVENUE,BROOKLYN,40.632368532910554,-74.02145105442929,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,STATEN ISLAND,40.63025562318683,-74.10811294410176,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,104 BALTIC STREET,BROOKLYN,40.688147198920085,-74.00028485906405,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,417 HUNTER AVENUE,BRONX,40.85013199648098,-73.78865460309632,3
human,3-1-1 Call Center,People Created Noise,Home,3475 BRUNER AVENUE,BRONX,40.879437170194514,-73.84177011625711,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,689 6 AVENUE,BROOKLYN,40.66065788811141,-73.99053864679404,6
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,40-26 28 STREET,QUEENS,40.75225291765778,-73.93679787652677,3
human,New York City Police Department,Loud Talking,Park/Playground,,BROOKLYN,40.66115337347599,-73.98017246060068,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.746003854012095,-73.99426178164569,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,190-05 LINDEN BOULEVARD,QUEENS,40.69204353186818,-73.76095292206558,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, BROADWAY,MANHATTAN,40.76238344861185,-73.98342366110644,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,146 WYTHE AVENUE,BROOKLYN,40.720160594042106,-73.95976146453398,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, WEST 25 STREET,MANHATTAN,,,7
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.79830689185607,-73.93682277543498,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,4576 MANHATTAN COLLEGE PARKWAY,BRONX,40.88923532661883,-73.90039917725947,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.72163040000636,-73.99352431758975,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1634 LEXINGTON AVENUE,MANHATTAN,40.79041297511647,-73.94762820414547,7
human,New York City Police Department,Loud Talking,Street/Sidewalk,200 WEST 143 STREET,MANHATTAN,40.82053836991555,-73.9405122054269,9
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,166 EAST 82 STREET,MANHATTAN,40.77659152624718,-73.95673417738423,7
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,62 WEST 9 STREET,MANHATTAN,40.733605931685204,-73.99774483070205,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.74529309693587,-73.998487869284,24
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.810318593665144,-73.94362441765404,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,131 ST NICHOLAS AVENUE,MANHATTAN,40.80394119930646,-73.95272143510061,9
human,New York City Police Department,Loud Music/Party,Store/Commercial,365 BROADWAY,BROOKLYN,40.70746985598422,-73.95514874186847,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,4 PRINCE STREET,MANHATTAN,40.72244284726104,-73.99350259264793,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BROOKLYN,40.685448763006015,-73.99133198127466,3
human,New York City Police Department,Loud Music/Party,Park/Playground,,MANHATTAN,40.76365789029119,-73.97346363241188,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,,MANHATTAN,40.87211557777998,-73.9162764397265,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,210 SCHOLES STREET,BROOKLYN,40.709041520646124,-73.94062613656611,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.79995879322592,-73.960525898404,12
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,MACDOUGAL STREET,MANHATTAN,40.72957665061743,-74.00084789238475,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,552 WEST 188 STREET,MANHATTAN,40.85324088877427,-73.92950492513339,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.80641492221885,-73.94226230536307,7
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,345 GRAND STREET,BROOKLYN,40.71243817691171,-73.95592453785991,13
human,New York City Police Department,Loud Talking,Street/Sidewalk,656 WEST 162 STREET,MANHATTAN,40.83811767058312,-73.9448368284078,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,QUEENS,40.748964120961666,-73.8917521543767,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,231 SOUTH 4 STREET,BROOKLYN,40.71046035972977,-73.95905673760576,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,445 EAST 22 STREET,BROOKLYN,40.64096201083834,-73.9572653212563,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,88 ORCHARD STREET,MANHATTAN,40.71798238818813,-73.99029602659836,17
human,New York City Police Department,Loud Music/Party,House of Worship,131-29 FARMERS BOULEVARD,QUEENS,40.678149732516694,-73.76241599529115,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.65668538704797,-73.90453070084754,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,108-16 JAMAICA AVENUE,QUEENS,40.69564350102297,-73.8392960902895,26
human,New York City Police Department,Loud Talking,Street/Sidewalk,74-28 JAMAICA AVENUE,QUEENS,40.691323015049136,-73.86710145722546,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,2367 8 AVENUE,MANHATTAN,40.81151831978189,-73.95019814326714,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,65 4 AVENUE,BROOKLYN,40.68232923940207,-73.97970826636268,24
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,619 GRAND STREET,BROOKLYN,40.7113065650987,-73.94754246867915,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,1037A CASTLE HILL AVENUE,BRONX,40.82854518222843,-73.8502634455608,5
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.750157246641635,-73.97698433944127,10
human,New York City Police Department,Loud Music/Party,Park/Playground,,QUEENS,40.77677317883997,-73.93452519329509,7
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,89-09 32 AVENUE,QUEENS,40.758396166697494,-73.87905263237421,3
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,107 SUFFOLK STREET,MANHATTAN,40.71895360477618,-73.98611481859362,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,,MANHATTAN,40.728596115948555,-73.98767146528662,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.79355187782439,-73.94532519621144,4
human,3-1-1 Call Center,People Created Noise,Street/Sidewalk,417 MORGAN AVENUE,BROOKLYN,40.71833613786622,-73.93706452314412,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,250 BLEEKER STREET,MANHATTAN,40.730973698542066,-74.00286485390613,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,192 3 AVENUE,MANHATTAN,40.73540012943593,-73.98565673699234,67
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,367 WADSWORTH AVENUE,MANHATTAN,40.85632085432521,-73.93017765242645,5
human,3-1-1 Call Center,People Created Noise,Home,960 GRAND CONCOURSE,BRONX,40.829318209903114,-73.92133493779531,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1505 ST NICHOLAS AVENUE,MANHATTAN,40.851996165275935,-73.93178711651882,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BRONX,40.834774568844644,-73.92526386989587,5
human,New York City Police Department,Loud Music/Party,Store/Commercial,101 STANTON STREET,MANHATTAN,40.721286859418704,-73.98797585611945,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.75723230481567,-73.98979219054627,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,271 SMITH STREET,BROOKLYN,40.68266294555919,-73.99320721087814,3
human,3-1-1 Call Center,People Created Noise,Home,153-01 10 AVENUE,QUEENS,40.79335790359476,-73.80778086898732,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.8504481863979,-73.93666119849158,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.64748881311523,-74.00066306490517,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,280 KNICKERBOCK AVENUE,BROOKLYN,40.70214253230917,-73.92422599860429,3
human,New York City Police Department,Loud Music/Party,Park/Playground,,MANHATTAN,40.86563253099981,-73.92839992756387,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,175 WEST 137 STREET,MANHATTAN,40.816205112629476,-73.94179499235126,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,4799 BROADWAY,MANHATTAN,40.86613851763379,-73.92558293690182,27
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,1809 3 AVENUE,MANHATTAN,40.78795628932217,-73.9472979046361,3
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,144 AVENUE T,BROOKLYN,40.59849804566452,-73.9799930130113,6
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.66822265354222,-73.9738260274245,3
human,3-1-1 Call Center,People Created Noise,Home,1527 BRYANT AVENUE,BRONX,40.83349997164737,-73.88689874980847,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.72142197640664,-73.99903316019109,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant, ROOSEVELT AVENUE,QUEENS,40.74708421531787,-73.88912785424483,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,478 BROADWAY,MANHATTAN,40.721421980366436,-74.00015151967158,8
human,New York City Police Department,Loud Talking,Street/Sidewalk, WEST 256 STREET,BRONX,40.90406281467099,-73.90449008496593,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.71199344367041,-74.00810154868941,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,366 41 STREET,BROOKLYN,40.65194880356014,-74.00807984183928,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,924 AMSTERDAM AVENUE,MANHATTAN,40.800001721934706,-73.96604481058135,10
human,New York City Police Department,Loud Music/Party,Store/Commercial,605 WEST 207 STREET,MANHATTAN,40.86743648253824,-73.92103675820869,20
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,206 EAST 67 STREET,MANHATTAN,40.766369393888944,-73.96250245189175,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.802928040912455,-73.96757481807968,18
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,115 WRIGHT STREET,STATEN ISLAND,40.62796488907648,-74.07981831773897,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,1672 WOODBINE STREET,QUEENS,40.700651830067166,-73.90869454517257,5
human,New York City Police Department,Loud Music/Party,Store/Commercial,529 ALBANY AVENUE,BROOKLYN,40.66193263482773,-73.93992195772962,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.73520526805485,-73.9857866798094,3
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,4576 MANHATTAN COLLEGE PARKWAY,BRONX,40.88923532349801,-73.90039556054366,5
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BRONX,40.82511600734115,-73.92540118115059,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,484 UNION AVENUE,BROOKLYN,40.71495070597848,-73.95175288214118,7
human,New York City Police Department,Loud Music/Party,Park/Playground,600 EAST 125 STREET,MANHATTAN,40.78958566810104,-73.92996957020752,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1518 MACOMBS ROAD,BRONX,40.84355513709037,-73.91755929665916,8
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.83707716517032,-73.94429560863928,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,61-04 WOODSIDE AVENUE,QUEENS,40.74480788460093,-73.90332536795131,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.761668277085114,-73.97491556118797,7
human,New York City Police Department,Loud Talking,Street/Sidewalk, WEST 180 STREET,MANHATTAN,40.8488826989265,-73.93485542665064,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.8060810703871,-73.96530843266166,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,9316 4 AVENUE,BROOKLYN,40.61735246067649,-74.03058807145729,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,7915 3 AVENUE,BROOKLYN,40.62838143294541,-74.02904041333245,32
human,New York City Police Department,Loud Talking,Street/Sidewalk,236 EAST 3 STREET,MANHATTAN,40.7222742008498,-73.98204829685373,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,46 SOUTH 2 STREET,BROOKLYN,40.71452762790802,-73.96605228168316,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,621 CRESCENT AVENUE,BRONX,40.853811374311036,-73.88746426718372,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,523 WEST 160 STREET,MANHATTAN,40.83509410147062,-73.94150382035313,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,26 CLINTON STREET,MANHATTAN,40.720567288544885,-73.98428905450268,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1341 ST NICHOLAS AVENUE,MANHATTAN,40.846824566501674,-73.93556225282458,47
human,New York City Police Department,Loud Music/Party,Store/Commercial,,BROOKLYN,40.73114226827491,-73.95947700660575,5
human,New York City Police Department,Loud Music/Party,,62 AVENUE C,MANHATTAN,40.72261419868281,-73.97991606884368,10
human,New York City Police Department,Loud Talking,Street/Sidewalk,75 STANTON STREET,MANHATTAN,40.721742636618146,-73.98948015502111,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.72677922044312,-73.98898507747651,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant, WEST 21 STREET,MANHATTAN,40.7409369190927,-73.9921294953024,31
human,New York City Police Department,Loud Talking,Street/Sidewalk,592 MAPLE STREET,BROOKLYN,40.661406280075425,-73.94116593815161,7
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.72686582646435,-73.97990757169026,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1376 CONEY ISLAND AVENUE,BROOKLYN,40.62405125306627,-73.96504641460879,4
human,New York City Police Department,Loud Music/Party,House of Worship,220 EAST 118 STREET,MANHATTAN,40.79896648635557,-73.93841134786351,3
human,New York City Police Department,Loud Music/Party,House of Worship,170 ADELPHI STREET,BROOKLYN,40.692510658844505,-73.9717430158895,23
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BRONX,40.852488199309505,-73.88723154889468,15
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.801528517460625,-73.95255699888203,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,2069 POWELL AVENUE,BRONX,40.83065649191921,-73.85504663336945,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,92-06 173 STREET,QUEENS,40.70753055918456,-73.78659995072763,66
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,508 WEST 139 STREET,MANHATTAN,40.821646626438095,-73.95087342885292,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,189 EAST 3 STREET,MANHATTAN,40.72302926731677,-73.9837870040467,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,600 3 AVENUE,MANHATTAN,40.748960288686845,-73.97577570358513,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1641 BATH AVENUE,BROOKLYN,40.605896623961144,-74.00947520082062,6
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.68770436744019,-73.87348731365293,3
human,New York City Police Department,Loud Music/Party,House of Worship,456 EAST 168 STREET,BRONX,40.83158329651091,-73.90748138459776,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,110 WYONA STREET,BROOKLYN,40.67668849857805,-73.8941587652188,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,1158 COLGATE AVENUE,BRONX,40.82717916035433,-73.88169543219863,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,241 EAST 24 STREET,MANHATTAN,40.73909125772548,-73.98167930045832,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.81419024289367,-73.96068725143424,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.742910439074564,-73.99280410305454,6
human,New York City Police Department,Loud Talking,Street/Sidewalk,176 NAGLE AVENUE,MANHATTAN,40.86174893696184,-73.92434059624694,13
human,New York City Police Department,Loud Talking,Street/Sidewalk,853 40 STREET,BROOKLYN,40.646028543447756,-73.99672799044907,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.73059196298288,-73.9924085414421,26
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,105-02 NORTHERN BOULEVARD,QUEENS,40.757722874864754,-73.8635687515614,22
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1485 2 AVENUE,MANHATTAN,40.772246275453575,-73.95586329212367,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.7463333675529,-73.8963253758781,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,142 WEST 123 STREET,MANHATTAN,40.80700215106662,-73.94771629415159,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,25-26 BROADWAY,QUEENS,40.763300973602725,-73.92820670637074,10
human,New York City Police Department,Loud Talking,Street/Sidewalk,23-90 29 STREET,QUEENS,40.77328360845744,-73.91603965287169,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,90 WYTHE AVENUE,BROOKLYN,40.72165591514777,-73.95815516890191,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,504 WEST 167 STREET,MANHATTAN,40.83942874568846,-73.93768722706025,3
human,3-1-1 Call Center,People Created Noise,Home,107-34 159 STREET,QUEENS,40.69605817063145,-73.79456320668717,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.709077932703835,-74.01405625754626,5
human,New York City Police Department,Loud Talking,Street/Sidewalk,222 WEST 233 STREET,BRONX,40.881182799949045,-73.90409984878502,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,3462 FULTON STREET,BROOKLYN,40.684840870739,-73.86797972879309,13
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,242 EAST 10 STREET,MANHATTAN,40.72893887472053,-73.98485714766721,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.654882431881674,-73.9618803533782,4
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,402 NOSTRAND AVENUE,BROOKLYN,40.68564984970752,-73.95063829439142,12
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,118 WEST 109 STREET,MANHATTAN,40.80149916419462,-73.96225510969452,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,607 WEST 180 STREET,MANHATTAN,40.84877274711212,-73.93456637280508,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,397 SOUTH 4 STREET,BROOKLYN,40.70795994971403,-73.95212223713503,6
human,New York City Police Department,Loud Talking,Street/Sidewalk,100 WEST 141 STREET,MANHATTAN,40.817984624360776,-73.93831065171513,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,1398 GRANDCONCOURSE,BRONX,40.838557079278125,-73.91388286014495,3
human,New York City Police Department,Loud Talking,Park/Playground,,BROOKLYN,40.57578833483088,-73.97078086758636,14
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,448 EAST 13 STREET,MANHATTAN,40.73019006972162,-73.98198482690249,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BROOKLYN,40.62501047244895,-74.03042587067105,3
human,New York City Police Department,Loud Music/Party,House of Worship,,BROOKLYN,40.63419461480787,-73.9698689823935,20
human,New York City Police Department,Loud Music/Party,Store/Commercial,101 AUDUBON AVENUE,MANHATTAN,40.84191799006391,-73.93730541001818,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,562 WEST 174 STREET,MANHATTAN,40.84441780739672,-73.93618985504303,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,578 ALBANY AVENUE,BROOKLYN,40.660497045832614,-73.93978989091207,9
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,67 SOUTH 6 STREET,BROOKLYN,40.71121192189549,-73.96593854446827,14
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.69293707117296,-73.75772587975533,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,251 WEST 30 STREET,MANHATTAN,40.74908618780375,-73.99389338699265,15
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.73754460986801,-74.0038646865488,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,1562 TOWNSEND AVENUE,BRONX,40.84338256778079,-73.91427056405419,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,57 JANE STREET,MANHATTAN,40.73814564997956,-74.00537668991963,22
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,192 SCHOLES STREET,BROOKLYN,40.70897872783214,-73.94128265532349,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BRONX,40.849690593698234,-73.7874306634545,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.778906601845605,-73.9602386881257,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,208 WEST 70 STREET,MANHATTAN,40.77753986612177,-73.98318158516837,8
human,3-1-1 Call Center,People Created Noise,Home,91-18 85 ROAD,QUEENS,40.69597883549442,-73.85407365362464,18
human,New York City Police Department,Loud Music/Party,Store/Commercial,112 GREENE STREET,MANHATTAN,40.72457296226233,-73.99969694632873,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,270 SOUTH 2 STREET,BROOKLYN,40.711412051985945,-73.95702537269248,16
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BROOKLYN,40.67751492496729,-73.95912383192875,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,137 RIVINGTON STREET,MANHATTAN,40.719469650571455,-73.98637445148556,11
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, WEST 107 STREET,MANHATTAN,40.80051155742266,-73.9637979500754,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, WEST 173 STREET,MANHATTAN,40.84384176725234,-73.93682290154266,8
human,New York City Police Department,Loud Talking,Street/Sidewalk,317 ECKFORD STREET,BROOKLYN,40.72982749193005,-73.95221837584936,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,146 WEST 13 STREET,MANHATTAN,40.73723451038692,-73.9987045602115,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,164-49 CROSS BAY BOULEVARD,QUEENS,40.64998168141934,-73.83758618031825,14
human,3-1-1 Call Center,People Created Noise,Street/Sidewalk,70 HIMROD STREET,BROOKLYN,40.69569228783123,-73.92416481124165,13
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,48 SOUTH 4 STREET,BROOKLYN,40.71299887749038,-73.96633081126946,6
human,New York City Police Department,Loud Music/Party,House of Worship,1151 SHERMAN AVENUE,BRONX,40.8326222563223,-73.91658993268136,9
human,New York City Police Department,Loud Talking,Street/Sidewalk,108-05 WESTSIDE AVENUE,QUEENS,40.74016247912151,-73.8528473816622,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,QUEENS,40.75565694895899,-73.88443932375282,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.85542924680589,-73.93087626045744,3
human,3-1-1 Call Center,People Created Noise,Street/Sidewalk,1855 GRAND CONCOURSE,BRONX,40.84822967357868,-73.90711846937704,8
