category,agency,description,locationType,address,borough,lat,lng,frequency
human,New York City Police Department,Loud Talking,Street/Sidewalk,220 EAST 197 STREET,BRONX,40.869014846576924,-73.89092038098717,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,77-02 101 AVENUE,QUEENS,40.680108401424505,-73.86059446193951,58
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.66138727086354,-73.95361543192882,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,41 UNION SQUARE WEST,MANHATTAN,40.7369761151131,-73.99045203232816,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.70971669665864,-73.95235903589781,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant, WASHINGTON AVENUE,BROOKLYN,40.674079794130925,-73.96304823249756,9
human,New York City Police Department,Loud Music/Party,Store/Commercial,,MANHATTAN,40.84932121124222,-73.933730872472,6
human,New York City Police Department,Loud Music/Party,Park/Playground,,BRONX,40.82519920288273,-73.91475287229026,6
human,New York City Police Department,Loud Talking,Street/Sidewalk,231 WEST 149 STREET,MANHATTAN,40.82465428808968,-73.93830808164087,81
human,3-1-1 Call Center,People Created Noise,Home,304W WEST 149 STREET,MANHATTAN,40.82548150834042,-73.94032351031115,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,1250 LELAND AVENUE,BRONX,40.83151754154784,-73.86339213968955,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BRONX,40.824187881393186,-73.86940869050639,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,187 DYCKMAN STREET,MANHATTAN,40.86425894813759,-73.92643826540356,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1455 ST NICHOLAS AVENUE,MANHATTAN,40.85032261253479,-73.9330105687162,61
human,3-1-1 Call Center,People Created Noise,Street/Sidewalk,600 WEST 190 STREET,MANHATTAN,40.85497848741566,-73.92983565025447,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,601 WEST 151 STREET,MANHATTAN,40.83037631951173,-73.94802675714051,10
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,105-06 JAMAICA AVENUE,QUEENS,40.695224304607805,-73.84182144045994,7
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,311 WEST 127 STREET,MANHATTAN,40.81164200166336,-73.9505918134522,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,69 LEONARD STREET,MANHATTAN,40.71749684950512,-74.00536780937206,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.651696533736846,-73.94966875535631,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.72759400086383,-73.98529401466276,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.77298742888491,-73.91638662529654,11
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.85650353983471,-73.93276214226914,5
human,New York City Police Department,Loud Music/Party,House of Worship,155 EAST 48 STREET,MANHATTAN,40.75497332140752,-73.97261526697073,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,1010 FULTON STREET,BROOKLYN,40.682099119832536,-73.9603324646908,13
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,QUEENS,40.70358716495281,-73.88545649472714,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,6125 5 AVENUE,BROOKLYN,40.63871523300799,-74.01694916978303,11
human,New York City Police Department,Loud Talking,Street/Sidewalk,175-21 88 AVENUE,QUEENS,40.71109407264944,-73.78703221090498,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, EAST 19 STREET,BROOKLYN,40.64188273258698,-73.9606806706465,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,179 WEST 4 STREET,MANHATTAN,40.73247510111387,-74.0017896719826,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.70567041228104,-73.92140871555608,3
human,New York City Police Department,Loud Music/Party,Park/Playground,,MANHATTAN,40.85932698382485,-73.93131325067326,4
human,3-1-1 Call Center,People Created Noise,Street/Sidewalk, RFK BRIDGE,MANHATTAN,40.797217935901024,-73.92024601396642,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.86763371630969,-73.91658940385545,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,239 LENOX AVENUE,MANHATTAN,40.80574747414353,-73.94697678233008,5
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,80-12 51 AVENUE,QUEENS,40.73748844572096,-73.88345324208842,13
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,QUEENS,40.76272655581484,-73.9269871963387,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.800584432883504,-73.96006681586128,4
human,New York City Police Department,Loud Music/Party,House of Worship, 1 AVENUE,MANHATTAN,40.788002769757405,-73.94124907492045,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.839232359015284,-73.94554424821676,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,176 NAGLE AVENUE,MANHATTAN,40.86174893459112,-73.92433698102494,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,QUEENS,40.74713673194053,-73.89240835378462,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,238 EAST 9 STREET,MANHATTAN,40.7295733008432,-73.98816558769958,7
human,New York City Police Department,Loud Music/Party,,124 BEDFORD AVENUE,BROOKLYN,40.71958002092975,-73.95586209464417,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,189 WILSON AVENUE,BROOKLYN,40.69936974656178,-73.92336360947415,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,294 ESSEX STREET,BROOKLYN,40.67706967381992,-73.88248807953231,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,102-25 67 DRIVE,QUEENS,40.72635957898416,-73.85109195797085,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,21 7 AVENUE,MANHATTAN,40.73731960361081,-74.00056653010176,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,370 4 AVENUE,BROOKLYN,40.67301996440938,-73.98651011578777,17
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.84231307629744,-73.93702674673511,6
human,3-1-1 Call Center,People Created Noise,Street/Sidewalk,180 CABRINI BOULEVARD,MANHATTAN,40.85386674429516,-73.93926782563253,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,2241 1 AVENUE,MANHATTAN,40.79546828283345,-73.93581060273632,11
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,40 LINCOLN ROAD,BROOKLYN,40.6607753295524,-73.96144086176463,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,760 SENECA AVENUE,QUEENS,40.702187263579354,-73.90665472886127,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,84 ST MARKS PLACE,BROOKLYN,40.681524934200304,-73.97922177495168,1
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,319 LINCOLN PLACE,BROOKLYN,40.673383428860966,-73.96565504274234,3
human,3-1-1 Call Center,People Created Noise,Home,,BROOKLYN,40.68452163677511,-73.91330658142722,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,385 BROADWAY,MANHATTAN,40.71821606520365,-74.00290037990881,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,4672 BROADWAY,MANHATTAN,40.86339100469702,-73.92985208173867,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,635 EAST 228 STREET,BRONX,40.890655448184944,-73.86155624727594,3
human,New York City Police Department,Loud Music/Party,Park/Playground,,QUEENS,40.716437956253884,-73.82613324223779,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.78704667417996,-73.97758548577407,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.80641492221885,-73.94226230536307,24
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,361 GRAHAM AVENUE,BROOKLYN,40.71539485231653,-73.94453798936664,4
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,4957 BROADWAY,MANHATTAN,40.867941059126196,-73.92038535798271,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,4340 KATONAH AVENUE,BRONX,40.90002195438956,-73.86763552111688,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.67786526642703,-73.99806758331361,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,153 ESSEX STREET,MANHATTAN,40.72068840874191,-73.98711375448764,4
human,New York City Police Department,Loud Talking,Street/Sidewalk, EAST 8 STREET,MANHATTAN,40.729955070738804,-73.99090404747074,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BRONX,40.84757853289899,-73.90632058396884,7
human,New York City Police Department,Loud Talking,Street/Sidewalk,122-20 NELLIS STREET,QUEENS,40.682634006826255,-73.75943627624403,7
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,9701 3 AVENUE,BROOKLYN,40.61567436463901,-74.03423242163053,29
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,500 WEST 215 STREET,MANHATTAN,40.869589740101276,-73.91529254712599,7
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,409 SUYDAM STREET,BROOKLYN,40.70574914909625,-73.92015707544103,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.78423707097656,-73.94706974352269,10
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.752561085641595,-73.89619296727015,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.79413528892687,-73.94281829975961,3
human,New York City Police Department,Loud Music/Party,Park/Playground,,MANHATTAN,40.869149925930536,-73.92214472108078,6
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,247 WEST 115 STREET,MANHATTAN,40.80306624852595,-73.95424994806338,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.75099082290243,-73.99062326583427,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BRONX,40.878465467574635,-73.82827338291027,11
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,80 ST MARKS PLACE,MANHATTAN,40.727849341658384,-73.98592174322008,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,737 ASTOR AVENUE,BRONX,40.85959629958023,-73.86605664285456,3
human,New York City Police Department,Loud Talking,Park/Playground, LINCOLN PLACE,BROOKLYN,40.67719352101223,-73.97835066150104,7
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,75 MURRAY STREET,MANHATTAN,40.714636437303575,-74.01069547836116,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,222 SMITH STREET,BROOKLYN,40.684087422855995,-73.99226600641094,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BRONX,40.84097673644075,-73.91600843056875,8
human,New York City Police Department,Loud Music/Party,Store/Commercial,750 GRAND STREET,BROOKLYN,40.711716139991694,-73.94304050224267,10
human,New York City Police Department,Loud Music/Party,Park/Playground,10 CATHERINE SLIP,MANHATTAN,40.7098994142484,-73.99625955384802,4
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,,MANHATTAN,40.7304466607431,-74.0043044630722,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,2100 FREDERICK DOUGLASS BOULEVARD,MANHATTAN,40.802853031063144,-73.95650038621442,11
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BRONX,40.85987440127748,-73.89321651600159,15
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BRONX,40.87892448779634,-73.90478656028658,12
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,267 ELIZABETH STREET,MANHATTAN,40.72379602533934,-73.99372614058481,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,835 WALTON AVENUE,BRONX,40.82622166696408,-73.92469173587911,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,2565 COLDEN AVENUE,BRONX,40.86399121071574,-73.85967031411968,10
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.73043027259946,-74.0001226753633,7
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.71446308124789,-73.98534380585042,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,1259 GRANT AVENUE,BRONX,40.83478065300344,-73.91428164808116,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.71783505261586,-73.95772467766359,20
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,773 CONEY ISLAND AVENUE,BROOKLYN,40.638360840317866,-73.96851953397106,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1141 BROADWAY,MANHATTAN,40.74390922770091,-73.98900028950153,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,8 CHRISTOPHER STREET,MANHATTAN,40.73400668783107,-74.00005412438867,6
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.777410140383694,-73.97879829543687,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,81 EAST 7 STREET,MANHATTAN,40.727264767093544,-73.98640893693863,13
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,1785 TOWNSEND AVENUE,BRONX,40.84804606895357,-73.91096814754562,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,888B GRANDCONCOURSE,BRONX,40.826522345603735,-73.92281608727372,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.8011722776532,-73.9614570576982,12
human,3-1-1 Call Center,People Created Noise,Home,162 BEACH 115 STREET,QUEENS,40.57928686708658,-73.83579612475128,8
human,New York City Police Department,Loud Music/Party,Park/Playground,,BROOKLYN,40.72170509226293,-73.95064766614973,8
human,New York City Police Department,Loud Talking,Park/Playground,58 DAHILL ROAD,BROOKLYN,40.64602429504113,-73.9811174789825,16
human,New York City Police Department,Loud Music/Party,Park/Playground,,MANHATTAN,40.72955189992351,-73.99657235120627,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,167 WEST 136 STREET,MANHATTAN,40.81551084780572,-73.94209184196355,5
human,New York City Police Department,Loud Music/Party,Park/Playground, WEST 43 STREET,MANHATTAN,40.758503200003624,-73.990719668021,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,401 WEST 48 STREET,MANHATTAN,40.76242265800744,-73.99028594206287,38
human,New York City Police Department,Loud Music/Party,House of Worship,,MANHATTAN,40.780436870370714,-73.94988197391493,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,116 MACDOUGAL STREET,MANHATTAN,40.729702910209525,-74.000725219967,9
human,New York City Police Department,Loud Talking,House of Worship,,BROOKLYN,40.679377533476476,-73.96407281811514,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,2 5 AVENUE,MANHATTAN,40.73192062465118,-73.99660831115821,9
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,346 FRANKLIN AVENUE,BROOKLYN,40.68729923234452,-73.95691110551964,167
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,STATEN ISLAND,40.62667491445996,-74.12826309261601,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.820097574803015,-73.95507644617044,7
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,5008 BROADWAY,MANHATTAN,40.868784312770096,-73.91737977864257,8
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,1120 MANHATTAN AVENUE,BROOKLYN,40.7367757137166,-73.95532747953466,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.733761870028125,-73.93742160642111,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,193 CLINTON AVENUE,BROOKLYN,40.69214753629635,-73.96860592586843,5
